respondent_id,age_band,children_under18,work_pattern,online_grocery_pre,digital_confidence_pre,budget_pressure_pre,mealplan_days_pre,assignment,weight_base,followup_status,followup_attempts,receipt_log,receipt_count,recall_post,awareness_pre,awareness_post,consideration_pre,consideration_post,usage_pre,usage_post,meal_stress_pre,meal_stress_post,campaign_clear_post,campaign_relevant_post,campaign_trust_post,campaign_channel_post,info_search_post,usage_days_post,satisfaction_post,planning_confidence_post
SBT005_2139,2,1,1,1,4,4,3,0,0.6801943153,1,1,0,0,0,1,1,2,2,0,0,4,5,,,,,0,,,3
SBT005_2140,4,0,1,0,4,1,5,0,1.9875626711,1,2,0,0,0,0,0,1,1,0,0,2,1,,,,,0,,,5
SBT005_2141,3,0,1,1,4,1,3,0,0.9404938575,1,1,1,1,97,0,1,3,3,0,0,2,3,,,,,1,,,5
SBT005_2142,2,1,3,1,3,3,2,0,0.6801943153,0,4,0,0,,1,,2,,0,,4,,,,,,,,,
SBT005_2143,2,0,2,0,4,3,4,1,1.2188097233,0,4,1,2,,0,,1,,0,,3,,,,,,,,,
SBT005_2144,2,1,1,0,3,5,4,0,1.2188097233,0,4,0,0,,0,,2,,0,,5,,,,,,,,,
SBT005_2145,3,0,1,1,5,1,5,0,0.9404938575,1,1,0,0,0,0,1,2,3,0,0,1,2,,,,,0,,,3
SBT005_2146,2,1,1,1,4,4,4,1,0.6801943153,0,4,1,2,,0,,5,,0,,3,,,,,,,,,
SBT005_2147,2,0,1,0,5,3,3,1,1.2188097233,0,4,1,2,,1,,4,,0,,3,,,,,,,,,
SBT005_2148,3,0,1,1,4,3,4,1,0.9404938575,1,1,1,1,1,1,1,3,3,1,1,5,5,4,5,5,2,0,2,5,4
SBT005_2149,2,1,1,1,5,3,3,1,0.6801943153,0,4,1,1,,1,,5,,98,,5,,,,,,,,,
SBT005_2150,1,0,1,1,4,2,97,1,0.6557362064,1,3,1,2,1,0,1,5,5,0,0,2,3,5,5,5,1,1,,,4
SBT005_2151,2,1,1,1,3,4,1,1,0.6801943153,0,4,1,1,,0,,3,,0,,4,,,,,,,,,
SBT005_2152,2,1,1,1,3,1,3,1,0.6801943153,1,4,1,1,1,0,1,2,2,0,0,1,1,5,2,97,2,0,,,5
SBT005_2153,1,0,2,1,5,5,3,0,0.6557362064,1,2,1,1,0,0,1,5,5,0,0,4,4,,,,,0,,,2
SBT005_2154,3,0,1,0,2,5,2,1,1.6623641428,1,1,1,2,1,0,0,3,4,0,0,5,5,1,3,2,1,0,,,4
SBT005_2155,4,0,3,1,1,5,1,1,1.0474992456,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_2156,2,0,1,1,4,3,4,1,0.6801943153,1,1,1,2,0,0,0,2,2,0,0,2,3,,,,,0,,,4
SBT005_2157,3,1,1,1,5,4,4,1,0.9404938575,1,1,1,4,1,1,1,5,5,97,1,3,2,5,5,5,1,1,5,5,5
SBT005_2158,2,0,2,1,5,2,5,1,0.6801943153,1,1,1,2,1,0,1,4,5,0,1,2,2,3,4,4,3,1,4,4,3
SBT005_2159,2,1,1,1,5,3,6,1,0.6801943153,1,2,1,1,1,1,1,5,4,0,0,2,4,5,5,4,98,0,,,4
SBT005_2160,2,0,3,0,1,2,3,0,1.2188097233,1,1,0,0,0,0,0,1,1,0,0,2,3,,,,,0,,,5
SBT005_2161,2,1,1,0,3,5,2,0,1.2188097233,1,4,0,0,1,0,0,3,3,0,0,5,5,3,4,4,1,0,,,1
SBT005_2162,2,0,3,0,3,2,6,1,1.2188097233,1,1,1,2,1,98,1,4,4,1,1,2,2,5,5,5,1,1,7,4,4
SBT005_2163,2,0,1,1,97,1,3,1,0.6801943153,1,4,1,3,1,0,1,1,1,0,1,2,1,4,4,4,1,0,5,4,3
SBT005_2164,1,0,1,0,2,4,0,1,1.1657532558,0,4,0,0,,1,,1,,0,,4,,,,,,,,,
SBT005_2165,3,0,3,1,5,2,3,1,0.9404938575,1,3,1,4,1,1,1,5,5,0,0,1,2,4,5,97,3,0,,,4
SBT005_2166,4,0,2,0,4,3,2,0,1.9875626711,1,1,1,1,0,0,1,2,2,0,1,3,4,,,,,0,2,4,2
SBT005_2167,1,0,1,0,1,3,2,1,1.1657532558,0,4,0,0,,0,,97,,0,,4,,,,,,,,,
SBT005_2168,2,1,1,1,5,4,2,0,0.6801943153,0,4,1,2,,1,,3,,0,,2,,,,,,,,,
SBT005_2169,1,0,2,1,4,3,2,0,0.6557362064,1,1,0,0,97,0,0,1,1,0,0,4,3,,,,,0,,,2
SBT005_2170,2,1,1,0,2,4,1,1,1.2188097233,1,2,1,2,1,0,1,2,1,0,0,4,5,4,3,2,3,0,,,5
SBT005_2171,2,1,3,0,4,1,4,0,1.2188097233,1,1,0,0,0,0,0,2,3,0,0,1,1,,,,,0,,,3
SBT005_2172,1,0,2,0,4,3,3,1,1.1657532558,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_2173,2,1,1,1,2,4,2,0,0.6801943153,0,4,0,0,,0,,1,,98,,3,,,,,,,,,
SBT005_2174,2,1,1,0,3,5,4,0,1.2188097233,0,4,0,0,,0,,2,,0,,4,,,,,,,,,
SBT005_2175,4,0,3,0,1,2,1,0,1.9875626711,0,4,0,0,,1,,2,,0,,3,,,,,,,,,
SBT005_2176,4,0,3,0,2,4,3,0,1.9875626711,1,4,0,0,0,0,0,1,1,0,0,4,3,,,,,0,,,2
SBT005_2177,2,1,2,1,3,5,98,0,0.6801943153,0,4,0,0,,1,,5,,0,,5,,,,,,,,,
SBT005_2178,4,0,3,0,2,4,2,0,1.9875626711,1,2,1,3,1,0,1,4,4,0,0,5,5,5,5,5,2,0,,,3
SBT005_2179,2,0,1,1,4,2,1,0,0.6801943153,0,4,0,0,,1,,4,,0,,3,,,,,,,,,
SBT005_2180,1,0,2,1,4,3,1,0,0.6557362064,1,1,0,0,0,0,0,4,3,0,0,2,3,,,,,0,,,99
SBT005_2181,2,0,1,0,2,4,3,0,1.2188097233,1,4,0,0,0,1,1,2,3,0,0,4,4,,,,,0,,,3
SBT005_2182,2,0,2,1,3,4,97,0,0.6801943153,0,4,0,0,,1,,3,,0,,97,,,,,,,,,
SBT005_2183,1,0,1,0,1,4,3,1,1.1657532558,1,1,0,0,0,0,0,1,1,0,0,4,4,,,,,0,,,1
SBT005_2184,1,1,3,1,4,2,5,1,0.6557362064,1,1,1,2,1,1,1,4,5,0,1,2,3,4,4,3,1,1,4,4,5
SBT005_2185,3,0,1,1,4,4,5,0,0.9404938575,0,4,0,0,,1,,4,,0,,4,,,,,,,,,
SBT005_2186,2,0,1,1,3,2,3,1,0.6801943153,0,4,1,2,,0,,2,,0,,3,,,,,,,,,
SBT005_2187,2,1,1,1,3,4,0,0,0.6801943153,0,4,0,0,,0,,3,,0,,4,,,,,,,,,
SBT005_2188,3,0,3,1,97,1,4,0,0.9404938575,1,3,1,1,0,1,1,3,3,0,0,2,3,,,,,0,,,5
SBT005_2189,2,1,2,1,4,2,3,1,0.6801943153,1,3,1,4,0,0,1,4,5,97,0,1,2,,,,,0,,,5
SBT005_2190,2,1,3,1,1,4,0,0,0.6801943153,1,1,0,0,0,0,0,1,1,0,98,5,3,,,,,0,,,2
SBT005_2191,3,0,3,1,1,3,3,0,0.9404938575,1,1,0,0,0,0,0,3,4,0,0,3,3,,,,,1,,,3
SBT005_2192,2,0,1,0,3,1,3,0,1.2188097233,1,1,1,2,1,0,1,4,4,0,0,1,1,4,5,5,3,1,,,4
SBT005_2193,1,0,2,1,4,5,4,1,0.6557362064,1,1,1,1,1,1,0,2,1,0,0,5,5,4,5,5,1,0,,,3
SBT005_2194,1,0,1,1,1,2,3,0,0.6557362064,1,2,0,0,0,0,0,3,3,0,0,2,1,,,,,0,,,3
SBT005_2195,1,0,1,1,4,2,4,0,0.6557362064,0,4,0,0,,1,,99,,0,,3,,,,,,,,,
SBT005_2196,3,0,1,0,2,3,1,1,1.6623641428,1,2,1,1,1,0,1,3,3,0,0,4,2,3,2,4,1,0,,,5
SBT005_2197,2,1,3,0,4,3,2,0,1.2188097233,0,4,0,0,,0,,2,,0,,3,,,,,,,,,
SBT005_2198,2,0,1,1,4,1,4,1,0.6801943153,1,1,1,2,1,0,1,1,2,0,0,2,2,5,3,5,97,0,,,4
SBT005_2199,2,0,1,1,3,4,4,1,0.6801943153,1,2,1,3,0,1,1,3,4,0,0,5,4,,,,,0,,,3
SBT005_2200,2,1,1,1,3,5,1,0,0.6801943153,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_2201,2,1,1,1,3,4,0,1,0.6801943153,1,2,1,2,0,0,0,3,4,0,0,3,4,,,,,0,,,4
SBT005_2202,1,0,2,0,3,1,5,1,1.1657532558,1,4,0,0,1,1,1,3,4,1,1,2,3,5,4,4,1,1,2,5,5
SBT005_2203,3,1,3,0,4,3,97,1,1.6623641428,1,3,1,1,0,0,0,3,3,0,0,2,4,,,,,0,,,2
SBT005_2204,3,0,3,0,3,3,4,0,1.6623641428,1,2,0,0,0,0,0,4,5,0,0,2,3,,,,,0,,,3
SBT005_2205,3,0,1,1,1,4,3,1,0.9404938575,1,2,1,2,99,0,0,2,2,0,0,4,5,,,,,97,,,2
SBT005_2206,2,0,1,0,4,4,3,0,1.2188097233,1,2,0,0,1,0,0,5,5,0,0,4,4,3,2,4,2,0,,,4
SBT005_2207,3,0,1,0,4,1,4,0,1.6623641428,0,4,0,0,,0,,2,,0,,2,,,,,,,,,
SBT005_2208,2,1,1,0,2,5,2,1,1.2188097233,1,3,0,0,97,0,0,1,3,0,0,4,5,,,,,0,,,2
SBT005_2209,3,0,1,1,4,1,5,1,0.9404938575,1,2,1,2,0,0,0,1,1,0,0,1,1,,,,,0,,,4
SBT005_2210,1,1,1,1,5,97,3,1,0.6557362064,1,2,1,3,0,0,0,3,2,0,0,5,4,,,,,0,,,2
SBT005_2211,3,1,3,1,5,3,4,0,0.9404938575,1,1,0,0,0,1,1,5,5,0,0,3,2,,,,,0,,,4
SBT005_2212,1,0,1,1,4,2,1,0,0.6557362064,1,3,0,0,0,0,0,1,1,98,0,3,2,,,,,0,,,3
SBT005_2213,3,0,2,1,1,4,1,1,0.9404938575,1,1,0,0,0,0,0,1,1,0,0,5,5,,,,,0,,,2
SBT005_2214,3,0,2,1,3,3,4,0,0.9404938575,1,1,0,0,0,0,0,3,3,0,0,5,2,,,,,0,,,4
SBT005_2215,1,0,1,1,4,4,5,1,0.6557362064,1,1,1,3,1,1,1,5,5,0,0,3,3,4,5,5,3,1,,,3
SBT005_2216,2,1,1,1,4,4,4,0,0.6801943153,0,4,1,1,,0,,4,,0,,4,,,,,,,,,
SBT005_2217,2,0,1,1,4,5,3,1,0.6801943153,1,2,1,3,1,1,1,4,5,0,1,4,5,5,5,97,1,1,5,5,3
SBT005_2218,2,0,3,1,3,4,4,0,0.6801943153,0,4,0,0,,0,,3,,0,,4,,,,,,,,,
SBT005_2219,1,1,1,1,3,3,7,0,0.6557362064,1,2,0,0,1,0,0,4,3,0,0,2,3,2,3,3,4,0,,,4
SBT005_2220,1,0,1,0,2,1,4,1,1.1657532558,0,4,0,0,,0,,1,,0,,2,,,,,,,,,
SBT005_2221,2,1,3,0,3,5,97,1,1.2188097233,1,2,1,2,0,1,1,3,4,0,0,5,4,,,,,1,,,3
SBT005_2222,4,0,3,0,3,3,3,0,1.9875626711,1,1,0,0,0,1,0,3,4,0,0,3,5,,,,,0,,,2
SBT005_2223,4,0,3,0,3,4,2,1,1.9875626711,1,2,0,0,0,1,1,4,4,1,1,5,3,,,,,0,2,5,4
SBT005_2224,1,1,1,0,4,3,4,0,1.1657532558,1,1,0,0,1,0,1,4,5,0,0,4,2,97,3,3,2,0,,,4
SBT005_2225,1,0,1,1,2,2,3,0,0.6557362064,1,1,0,0,0,0,0,1,1,0,0,4,3,,,,,0,,,4
SBT005_2226,2,0,1,1,4,3,1,1,0.6801943153,0,4,1,2,,1,,4,,1,,1,,,,,,,,,
SBT005_2227,3,1,1,0,4,1,3,1,1.6623641428,1,3,1,2,1,0,0,3,4,0,0,1,2,5,3,4,97,0,,,4
SBT005_2228,3,0,3,0,5,1,6,0,1.6623641428,1,1,1,3,1,1,1,4,4,0,0,1,1,3,5,5,4,0,,,4
SBT005_2229,2,1,1,0,1,3,3,0,1.2188097233,1,1,0,0,0,0,0,2,1,0,0,4,4,,,,,0,,,1
SBT005_2230,1,0,3,1,5,3,4,1,0.6557362064,1,1,1,4,1,1,1,5,5,1,1,4,2,5,5,5,1,1,5,5,5
SBT005_2231,2,0,1,0,4,2,4,1,1.2188097233,0,4,0,0,,0,,3,,0,,1,,,,,,,,,
SBT005_2232,3,0,1,0,4,2,4,0,1.6623641428,1,4,0,0,0,0,0,2,3,0,0,2,2,,,,,0,,,4
SBT005_2233,1,0,2,0,4,97,1,1,1.1657532558,1,2,1,4,0,0,0,2,1,0,0,4,2,,,,,0,,,5
SBT005_2234,1,0,1,1,3,2,3,1,0.6557362064,0,4,1,2,,0,,3,,0,,3,,,,,,,,,
SBT005_2235,2,0,1,1,4,4,2,1,0.6801943153,1,3,1,4,1,0,1,1,2,0,0,4,5,4,3,5,1,0,,,3
SBT005_2236,2,1,1,1,98,4,3,0,0.6801943153,1,2,1,1,1,97,1,5,5,0,0,4,5,4,3,3,1,0,,,2
SBT005_2237,3,1,1,1,4,3,5,1,0.9404938575,1,2,1,2,1,1,1,3,4,0,0,98,4,3,5,5,3,1,,,4
SBT005_2238,2,1,1,1,2,1,5,1,0.6801943153,1,2,1,2,1,0,0,2,97,0,0,1,2,3,5,97,1,0,,,3
SBT005_2239,2,0,1,0,1,1,1,1,1.2188097233,1,1,0,0,0,1,1,1,1,0,0,1,1,,,,,0,,,3
SBT005_2240,3,0,1,1,4,4,3,0,0.9404938575,1,4,1,2,1,0,0,4,5,0,0,4,4,5,5,4,3,0,,,4
SBT005_2241,3,0,3,0,99,3,2,1,1.6623641428,1,3,0,0,0,0,0,3,4,0,0,2,3,,,,,0,,,5
SBT005_2242,3,0,1,1,5,3,3,1,0.9404938575,1,4,1,2,1,0,1,4,4,0,0,2,2,2,3,4,1,0,,,4
SBT005_2243,3,1,3,1,4,5,1,1,0.9404938575,1,2,1,2,1,0,1,5,5,0,0,5,5,3,5,3,1,0,,,2
SBT005_2244,2,0,1,1,3,1,3,1,0.6801943153,1,1,1,3,0,1,0,2,2,0,0,2,2,,,,,0,,,4
SBT005_2245,2,1,1,1,3,5,1,0,0.6801943153,1,1,1,1,1,97,1,2,3,0,0,5,5,3,5,4,1,0,,,1
SBT005_2246,2,0,1,0,4,2,7,0,1.2188097233,1,2,0,0,1,97,1,4,5,0,0,2,2,5,5,5,2,1,,,4
SBT005_2247,2,0,2,1,4,4,5,1,0.6801943153,1,1,1,3,1,1,1,4,5,1,1,4,4,2,5,4,3,0,97,5,2
SBT005_2248,2,1,1,1,5,4,4,0,0.6801943153,1,3,1,3,99,0,1,5,5,0,0,3,4,,,,,1,,,5
SBT005_2249,1,0,3,1,98,1,6,0,0.6557362064,1,2,0,0,1,0,0,3,4,0,0,1,1,4,4,4,4,0,,,4
SBT005_2250,1,1,2,1,5,3,7,0,0.6557362064,1,2,1,2,0,1,1,5,5,1,1,4,4,,,,,1,6,97,5
SBT005_2251,3,0,1,1,4,3,4,1,0.9404938575,1,3,1,3,1,0,1,3,4,0,0,3,4,4,97,3,3,1,,,4
SBT005_2252,1,0,1,1,3,2,3,0,0.6557362064,1,4,0,0,0,0,0,1,1,0,0,2,2,,,,,0,,,4
SBT005_2253,1,0,1,0,3,3,2,1,1.1657532558,1,2,1,3,0,0,1,1,98,0,0,2,3,,,,,1,,,3
SBT005_2254,2,0,1,1,5,97,6,1,0.6801943153,1,1,1,4,1,0,98,4,4,0,0,2,3,4,4,5,1,1,,,5
SBT005_2255,1,0,3,0,1,3,4,1,1.1657532558,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_2256,2,0,2,1,4,3,7,0,0.6801943153,1,2,1,3,1,0,0,5,5,0,0,3,3,5,5,5,2,1,,,4
SBT005_2257,2,1,1,1,5,3,2,0,0.6801943153,1,1,0,0,1,1,1,5,5,0,0,2,2,5,99,5,2,1,,,4
SBT005_2258,2,0,3,0,99,2,5,0,1.2188097233,1,1,0,0,0,0,0,3,3,0,0,1,2,,,,,0,,,4
SBT005_2259,1,0,1,1,3,3,5,1,0.6557362064,1,1,1,2,1,0,1,2,2,0,1,4,2,3,4,4,1,0,3,3,4
SBT005_2260,2,1,1,0,2,5,2,1,1.2188097233,1,1,0,0,0,0,0,2,3,97,0,4,5,,,,,0,,,2
SBT005_2261,2,1,1,0,2,3,3,1,1.2188097233,1,3,1,2,0,0,0,1,2,0,0,3,3,,,,,0,,,3
SBT005_2262,1,0,1,0,1,5,4,0,1.1657532558,1,1,1,2,0,0,1,3,3,0,97,5,5,,,,,0,,,3
SBT005_2263,1,0,1,1,3,3,3,0,0.6557362064,1,2,0,0,0,0,1,4,5,0,0,3,3,,,,,0,,,3
SBT005_2264,2,1,1,1,5,5,4,1,0.6801943153,0,4,0,0,,1,,3,,97,,5,,,,,,,,,
SBT005_2265,2,0,1,0,4,1,1,0,1.2188097233,0,4,0,0,,0,,1,,0,,2,,,,,,,,,
SBT005_2266,2,1,1,1,5,3,5,1,0.6801943153,1,1,1,3,1,97,1,5,5,0,0,2,4,5,5,5,97,1,,,3
SBT005_2267,2,0,1,1,3,3,4,1,0.6801943153,0,4,1,2,,0,,3,,0,,4,,,,,,,,,
SBT005_2268,2,0,2,1,5,4,2,0,0.6801943153,1,3,1,3,1,1,0,4,4,0,0,4,4,4,3,4,2,1,,,4
SBT005_2269,2,0,1,1,3,2,3,1,0.6801943153,1,4,0,0,0,0,0,3,3,0,0,1,4,,,,,0,,,3
SBT005_2270,3,1,3,1,5,3,2,1,0.9404938575,1,1,1,3,1,1,1,5,4,0,0,3,2,3,4,4,3,0,,,5
SBT005_2271,2,0,3,0,4,2,4,1,1.2188097233,1,1,0,0,0,0,0,3,3,0,0,98,3,,,,,0,,,4
SBT005_2272,1,1,2,0,4,5,1,0,1.1657532558,1,1,1,2,1,0,1,5,5,0,0,4,97,99,97,5,3,0,,,4
SBT005_2273,2,1,1,1,5,5,2,1,0.6801943153,0,4,1,2,,1,,5,,0,,5,,,,,,,,,
SBT005_2274,2,1,1,1,2,4,1,0,0.6801943153,0,4,0,0,,0,,1,,0,,3,,,,,,,,,
SBT005_2275,2,1,3,0,2,3,4,1,1.2188097233,1,4,1,2,1,1,1,3,3,0,0,97,3,4,5,4,1,0,,,4
SBT005_2276,2,1,1,1,5,3,2,0,0.6801943153,1,2,0,0,1,1,1,5,5,1,1,3,4,5,5,4,1,97,1,4,3
SBT005_2277,2,0,1,0,3,1,4,1,1.2188097233,0,4,1,4,,0,,2,,0,,1,,,,,,,,,
SBT005_2278,1,0,3,1,3,4,3,1,0.6557362064,1,3,1,2,0,0,0,2,2,0,0,5,5,,,,,0,,,2
SBT005_2279,2,1,3,1,5,3,4,1,0.6801943153,1,1,1,4,1,1,1,5,5,1,1,3,3,4,4,5,1,1,5,5,5
SBT005_2280,2,0,1,1,2,1,1,1,0.6801943153,1,1,0,0,0,1,1,2,3,0,0,2,1,,,,,0,,,4
SBT005_2281,2,1,1,0,1,3,0,0,1.2188097233,1,1,0,0,0,0,0,1,97,0,0,3,2,,,,,0,,,1
SBT005_2282,2,1,1,1,4,3,3,1,0.6801943153,0,4,1,2,,0,,2,,0,,2,,,,,,,,,
SBT005_2283,1,1,3,0,3,2,3,0,1.1657532558,1,2,0,0,0,0,0,1,1,0,0,2,2,,,,,0,,,4
SBT005_2284,2,1,1,1,5,4,4,1,0.6801943153,1,3,1,2,0,0,1,4,5,0,0,3,5,,,,,0,,,4
SBT005_2285,1,0,1,0,97,2,1,0,1.1657532558,1,3,0,0,0,0,0,4,4,0,0,3,3,,,,,0,,,5
SBT005_2286,2,1,1,1,3,4,2,1,0.6801943153,1,3,0,0,0,1,1,2,3,0,0,4,4,,,,,0,,,3
SBT005_2287,1,0,1,1,5,1,3,1,0.6557362064,1,2,1,1,1,1,1,2,2,1,1,3,1,5,4,97,3,1,4,4,4
SBT005_2288,4,0,3,1,4,3,3,1,1.0474992456,1,1,1,3,1,0,0,3,3,0,0,4,2,4,4,2,4,1,,,4
SBT005_2289,4,0,3,1,4,3,0,1,1.0474992456,1,1,0,0,0,0,0,1,1,0,0,4,3,,,,,0,,,3
SBT005_2290,2,1,1,0,1,1,3,1,1.2188097233,1,1,1,1,0,0,0,1,1,0,0,1,2,,,,,0,,,3
SBT005_2291,1,0,1,1,3,3,2,1,0.6557362064,1,1,1,4,1,0,0,5,5,0,0,4,4,4,4,4,3,1,,,3
SBT005_2292,2,0,1,1,3,1,5,0,0.6801943153,1,1,1,1,1,1,1,4,4,0,1,1,1,4,4,4,2,1,4,4,3
SBT005_2293,2,0,1,1,5,1,2,0,0.6801943153,1,1,1,2,1,0,1,2,2,0,0,3,3,99,4,4,2,0,,,5
SBT005_2294,1,0,2,1,5,4,7,0,0.6557362064,1,1,0,0,1,1,98,97,5,0,0,3,3,5,5,97,1,1,,,5
SBT005_2295,1,0,2,1,2,4,4,0,0.6557362064,1,1,0,0,0,0,0,3,3,0,0,3,4,,,,,0,,,3
SBT005_2296,4,0,3,1,3,3,2,1,1.0474992456,1,1,0,0,0,1,1,1,2,0,0,4,4,,,,,0,,,4
SBT005_2297,1,0,2,1,4,5,2,0,0.6557362064,0,4,1,2,,1,,97,,0,,5,,,,,,,,,
SBT005_2298,2,1,2,0,4,4,5,1,1.2188097233,1,1,1,2,1,1,1,4,3,0,0,5,4,97,4,5,1,0,,,2
SBT005_2299,2,1,3,1,5,2,2,1,0.6801943153,1,1,1,3,1,1,1,4,5,0,0,3,3,5,5,5,2,1,,,5
SBT005_2300,2,0,1,1,5,3,2,1,0.6801943153,1,1,0,0,97,1,1,4,3,1,1,3,3,,,,,0,2,5,3
SBT005_2301,4,1,3,1,4,5,2,0,1.0474992456,1,2,0,0,0,0,0,5,5,0,0,5,5,,,,,0,,,2
SBT005_2302,2,1,1,0,2,5,4,1,1.2188097233,0,4,1,2,,0,,2,,0,,5,,,,,,,,,
SBT005_2303,2,0,1,0,4,99,3,1,1.2188097233,0,4,1,3,,0,,1,,0,,3,,,,,,,,,
SBT005_2304,1,0,3,1,3,97,4,0,0.6557362064,1,1,0,0,0,1,1,3,3,0,0,1,1,,,,,0,,,5
SBT005_2305,4,0,2,1,4,1,5,0,1.0474992456,1,1,1,1,1,1,1,98,4,0,0,97,3,4,5,5,2,1,,,4
SBT005_2306,2,1,2,0,4,4,3,0,1.2188097233,1,1,0,0,0,1,1,97,5,0,0,4,3,,,,,0,,,5
SBT005_2307,3,1,3,0,97,3,0,0,1.6623641428,0,4,0,0,,0,,1,,0,,4,,,,,,,,,
SBT005_2308,2,1,2,0,5,5,4,0,1.2188097233,0,4,1,4,,0,,5,,0,,5,,,,,,,,,
SBT005_2309,3,0,1,0,1,3,0,0,1.6623641428,0,4,0,0,,0,,1,,0,,2,,,,,,,,,
SBT005_2310,1,0,3,0,3,1,6,0,1.1657532558,1,1,0,0,1,0,1,4,3,0,0,1,1,4,3,3,2,0,,,5
SBT005_2311,1,0,1,0,4,5,0,1,1.1657532558,1,1,0,0,0,0,0,1,1,0,0,5,5,,,,,0,,,2
SBT005_2312,1,0,1,0,2,4,2,1,1.1657532558,0,4,0,0,,0,,3,,0,,3,,,,,,,,,
SBT005_2313,2,0,2,1,5,5,3,0,0.6801943153,1,2,0,0,1,0,0,4,97,0,0,4,5,4,3,4,1,1,,,1
SBT005_2314,3,0,1,1,3,2,6,0,0.9404938575,1,2,0,0,0,0,0,2,1,0,0,2,1,,,,,0,,,3
SBT005_2315,1,0,1,1,3,3,3,0,0.6557362064,1,4,0,0,0,0,0,1,1,0,0,5,3,,,,,0,,,2
SBT005_2316,2,1,2,1,2,5,3,0,0.6801943153,1,4,0,0,0,97,1,2,3,0,0,5,5,,,,,0,,,1
SBT005_2317,2,1,3,1,5,3,3,0,0.6801943153,0,4,1,1,,0,,3,,0,,3,,,,,,,,,
SBT005_2318,1,1,2,1,5,5,4,0,0.6557362064,1,3,1,2,97,1,1,3,4,0,1,5,5,,,,,0,5,5,97
SBT005_2319,2,1,1,1,5,5,3,1,0.6801943153,1,4,1,3,1,0,1,3,3,0,1,5,5,5,5,4,1,0,3,5,5
SBT005_2320,4,0,1,0,2,2,6,0,1.9875626711,1,1,0,0,97,0,0,2,2,0,0,1,4,,,,,1,,,2
SBT005_2321,2,1,2,1,4,4,4,0,0.6801943153,1,1,0,0,1,0,0,3,3,0,0,4,5,3,3,4,99,0,,,3
SBT005_2322,3,0,1,0,2,3,3,1,1.6623641428,1,1,1,2,1,99,0,1,1,0,0,3,2,4,5,4,1,0,,,4
SBT005_2323,2,0,1,0,3,3,4,1,1.2188097233,1,1,1,2,1,1,1,2,2,0,0,3,2,4,3,4,1,0,,,4
SBT005_2324,2,0,1,1,3,2,2,1,0.6801943153,1,1,1,2,1,0,1,2,2,0,0,3,2,5,5,5,3,0,,,3
SBT005_2325,1,0,1,1,5,5,1,0,0.6557362064,1,1,1,1,1,1,1,5,5,1,97,4,5,4,5,5,2,0,,,98
SBT005_2326,1,0,1,0,3,4,2,0,1.1657532558,1,1,1,1,1,0,1,4,5,0,0,3,5,3,4,5,97,1,,,4
SBT005_2327,1,0,1,1,5,1,6,0,0.6557362064,1,2,0,0,1,1,1,5,5,0,0,2,1,5,5,5,2,0,,,4
SBT005_2328,3,1,3,1,2,4,5,0,0.9404938575,1,2,0,0,0,1,1,4,4,1,1,3,4,,,,,0,4,4,2
SBT005_2329,2,1,2,1,4,4,4,1,0.6801943153,1,2,0,0,0,0,0,1,1,0,97,4,5,,,,,0,,,3
SBT005_2330,1,0,3,0,2,2,4,1,1.1657532558,1,3,0,0,0,0,99,3,2,0,0,1,2,,,,,0,,,3
SBT005_2331,1,0,2,1,3,5,5,1,0.6557362064,0,4,1,2,,0,,1,,0,,5,,,,,,,,,
SBT005_2332,2,0,1,1,4,1,4,1,0.6801943153,1,2,1,3,1,1,1,4,5,0,0,2,1,4,3,3,1,0,,,3
SBT005_2333,2,1,1,1,4,3,1,0,0.6801943153,1,3,1,3,0,1,1,3,3,0,0,4,2,,,,,0,,,5
SBT005_2334,2,1,1,1,5,3,4,0,0.6801943153,1,2,0,0,1,1,1,5,5,0,0,4,2,3,3,3,1,1,,,5
SBT005_2335,2,0,3,0,2,98,4,0,1.2188097233,0,4,0,0,,1,,2,,0,,1,,,,,,,,,
SBT005_2336,2,1,3,0,3,2,4,1,1.2188097233,1,1,1,3,1,0,1,2,3,0,0,2,2,3,4,3,1,0,,,4
SBT005_2337,2,0,2,1,5,3,3,0,0.6801943153,1,1,0,0,0,1,1,4,4,0,1,4,3,,,,,1,4,5,4
SBT005_2338,4,0,3,0,3,3,3,0,1.9875626711,1,3,0,0,0,0,0,1,1,0,0,2,4,,,,,0,,,2
SBT005_2339,2,1,1,0,3,4,3,0,1.2188097233,1,1,0,0,0,0,0,3,3,0,97,4,4,,,,,0,,,3
SBT005_2340,1,0,1,1,3,1,6,0,0.6557362064,1,1,0,0,1,0,0,2,2,0,0,1,1,2,4,4,4,0,,,3
SBT005_2341,1,0,2,1,3,5,1,0,0.6557362064,0,4,0,0,,0,,3,,0,,5,,,,,,,,,
SBT005_2342,2,1,1,0,2,1,3,1,1.2188097233,1,1,1,2,1,0,1,1,1,0,0,3,2,3,4,3,1,0,,,3
SBT005_2343,2,0,2,1,5,3,5,1,0.6801943153,0,4,0,0,,1,,5,,1,,3,,,,,,,,,
