respondent_id,age_band,household_children,budget_band,meal_planning_role,weekday_time_pressure_5,current_planning_method,digital_confidence_5,plan_ahead_days_7,subscription_spend_band,household_size_band,design_stratum,wt_design,assigned_price_arm,assigned_price_gbp,postprice_responded,intent_5,value_5,fit_5,affordability_5,ease_5,trust_5,differentiation_5,certainty_5,primary_use_goal,anticipated_use_days_7,reason_not_commit,time_pressed_family
SBT006_2327,2,1,1,1,2,2,3,3,3,3,1,0.725502939798371,3,10,0,,,,,,,,,,,,0
SBT006_2328,2,1,1,1,5,2,3,4,2,4,1,0.725502939798371,4,13,1,1.0,2.0,4.0,1.0,4.0,2.0,3.0,5.0,3.0,,1.0,1
SBT006_2329,3,0,1,1,4,3,1,2,2,1,4,1.49634981333414,1,4,1,1.0,3.0,3.0,4.0,2.0,3.0,1.0,97.0,3.0,,5.0,0
SBT006_2330,2,1,1,1,4,1,2,1,2,4,1,0.725502939798371,2,7,1,1.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,,2.0,1
SBT006_2331,3,0,2,1,2,3,4,4,2,2,5,1.24695817777845,1,4,1,4.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,,0
SBT006_2332,2,0,3,1,5,2,1,5,98,2,6,0.99756654222276,2,7,1,2.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,,5.0,0
SBT006_2333,2,1,1,1,5,2,4,3,0,4,1,0.725502939798371,4,13,1,2.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,4.0,,1.0,1
SBT006_2334,2,1,2,2,5,2,2,0,1,4,2,0.816190807273167,1,4,0,,,,,,,,,,,,1
SBT006_2335,1,0,2,1,5,3,5,5,1,2,5,1.24695817777845,4,13,1,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,0
SBT006_2336,2,0,1,1,5,3,3,2,97,2,4,1.49634981333414,4,13,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,,1.0,0
SBT006_2337,1,1,1,2,3,3,3,3,2,3,1,0.725502939798371,4,13,1,98.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,0
SBT006_2338,2,1,2,2,3,1,3,6,1,4,2,0.816190807273167,1,4,1,1.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,0.0,,6.0,0
SBT006_2339,2,0,1,1,3,1,4,4,1,2,4,1.49634981333414,4,13,1,97.0,1.0,3.0,1.0,5.0,4.0,4.0,,4.0,,,0
SBT006_2340,2,0,2,2,4,1,5,4,0,1,5,1.24695817777845,2,7,1,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,,3.0,0
SBT006_2341,3,0,2,1,5,1,5,97,1,2,5,1.24695817777845,3,10,1,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,1.0,0
SBT006_2342,1,0,2,1,4,2,3,3,1,1,5,1.24695817777845,4,13,1,1.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0,,2.0,0
SBT006_2343,1,0,3,1,98,4,3,6,2,1,6,0.99756654222276,4,13,1,97.0,3.0,4.0,3.0,4.0,2.0,2.0,,3.0,,,0
SBT006_2344,4,0,2,1,4,3,3,4,98,1,5,1.24695817777845,2,7,1,4.0,5.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,5.0,,0
SBT006_2345,2,1,2,1,4,1,2,1,3,4,2,0.816190807273167,3,10,1,2.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,,1.0,1
SBT006_2346,2,1,2,2,5,5,4,3,2,4,2,0.816190807273167,3,10,1,97.0,3.0,3.0,3.0,4.0,3.0,1.0,,4.0,,,1
SBT006_2347,1,1,2,1,3,4,5,5,1,4,2,0.816190807273167,2,7,1,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,0.0,,5.0,0
SBT006_2348,1,1,1,2,5,1,4,1,1,4,1,0.725502939798371,3,10,1,97.0,4.0,4.0,98.0,4.0,3.0,1.0,,2.0,,,1
SBT006_2349,3,0,3,1,1,3,5,6,2,2,6,0.99756654222276,1,4,1,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,,0
SBT006_2350,4,0,2,2,1,5,3,3,1,1,5,1.24695817777845,3,10,1,1.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,1.0,,1.0,0
SBT006_2351,2,1,2,1,5,2,5,3,2,4,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,,1
SBT006_2352,4,0,1,1,3,3,2,2,0,2,4,1.49634981333414,2,7,1,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,,1.0,0
SBT006_2353,3,1,2,1,5,1,2,4,0,4,2,0.816190807273167,1,4,1,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,5.0,,1
SBT006_2354,1,0,2,1,3,2,5,6,1,2,5,1.24695817777845,1,4,1,4.0,2.0,4.0,5.0,4.0,97.0,3.0,3.0,3.0,2.0,,0
SBT006_2355,1,0,1,2,4,5,4,5,1,2,4,1.49634981333414,4,13,1,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,,0
SBT006_2356,1,1,2,1,5,1,5,3,2,3,2,0.816190807273167,3,10,1,5.0,5.0,5.0,4.0,5.0,4.0,5.0,98.0,1.0,5.0,,1
SBT006_2357,1,0,1,1,2,2,4,2,2,1,4,1.49634981333414,3,10,1,1.0,99.0,1.0,1.0,4.0,3.0,97.0,5.0,1.0,,1.0,0
SBT006_2358,2,0,2,1,5,2,5,3,0,2,5,1.24695817777845,3,10,0,,,,,,,,,,,,0
SBT006_2359,2,1,1,2,5,5,5,1,1,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,1.0,3.0,,1
SBT006_2360,2,0,2,2,4,2,4,3,2,1,5,1.24695817777845,2,7,1,2.0,2.0,2.0,4.0,5.0,4.0,1.0,5.0,1.0,,2.0,0
SBT006_2361,2,1,1,2,5,1,5,4,0,4,1,0.725502939798371,2,7,0,,,,,,,,,,,,1
SBT006_2362,1,1,2,1,5,3,4,3,1,4,2,0.816190807273167,4,13,1,1.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,,1.0,1
SBT006_2363,2,1,2,1,2,1,4,4,1,4,2,0.816190807273167,1,4,1,3.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,0
SBT006_2364,1,1,1,1,5,1,5,4,3,3,1,0.725502939798371,4,13,1,2.0,4.0,4.0,1.0,5.0,4.0,3.0,5.0,2.0,,6.0,1
SBT006_2365,2,1,2,1,5,1,4,2,1,4,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,1
SBT006_2366,2,1,3,1,5,4,3,3,3,4,3,0.74817490666707,4,13,1,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,,1
SBT006_2367,2,1,1,1,3,2,5,2,3,3,1,0.725502939798371,2,7,1,2.0,3.0,2.0,3.0,3.0,97.0,3.0,2.0,1.0,,2.0,0
SBT006_2368,2,1,2,2,2,1,3,6,1,4,2,0.816190807273167,3,10,1,2.0,2.0,2.0,3.0,4.0,4.0,1.0,5.0,0.0,,6.0,0
SBT006_2369,4,0,3,1,3,3,5,3,0,1,6,0.99756654222276,2,7,1,4.0,97.0,2.0,3.0,4.0,5.0,3.0,3.0,0.0,1.0,,0
SBT006_2370,2,1,3,2,4,4,4,3,3,3,3,0.74817490666707,3,10,1,1.0,2.0,4.0,3.0,5.0,3.0,2.0,5.0,1.0,,4.0,1
SBT006_2371,1,0,2,2,4,3,4,3,2,1,5,1.24695817777845,1,4,1,5.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,,0
SBT006_2372,2,1,3,1,4,5,5,4,2,4,3,0.74817490666707,1,4,1,97.0,4.0,5.0,5.0,5.0,4.0,5.0,,2.0,,,1
SBT006_2373,3,0,2,1,2,1,5,6,1,2,5,1.24695817777845,4,13,1,1.0,1.0,3.0,1.0,4.0,3.0,3.0,5.0,0.0,,3.0,0
SBT006_2374,1,1,1,1,5,5,2,3,97,3,1,0.725502939798371,3,10,1,2.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,99.0,,1.0,1
SBT006_2375,2,1,1,1,4,2,2,4,2,4,1,0.725502939798371,2,7,1,98.0,2.0,3.0,2.0,2.0,2.0,5.0,,1.0,,,1
SBT006_2376,2,1,2,1,5,1,5,3,2,4,2,0.816190807273167,3,10,0,,,,,,,,,,,,1
SBT006_2377,1,1,1,1,5,4,3,4,0,4,1,0.725502939798371,1,4,1,4.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,,1
SBT006_2378,4,0,1,1,4,1,4,97,2,2,4,1.49634981333414,2,7,1,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,,0
SBT006_2379,2,1,1,1,2,3,5,5,2,4,1,0.725502939798371,1,4,1,2.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,97.0,,6.0,0
SBT006_2380,2,0,3,1,3,4,5,5,3,1,6,0.99756654222276,1,4,1,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0,,0
SBT006_2381,1,0,2,2,3,1,4,2,1,1,5,1.24695817777845,4,13,1,1.0,3.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,,1.0,0
SBT006_2382,2,1,2,2,4,2,3,7,3,4,2,0.816190807273167,1,4,1,5.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,,1
SBT006_2383,3,0,1,1,2,2,3,5,1,2,4,1.49634981333414,1,4,1,2.0,3.0,2.0,5.0,4.0,2.0,2.0,5.0,1.0,,4.0,0
SBT006_2384,2,1,3,1,5,4,4,3,2,3,3,0.74817490666707,1,4,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,,1
SBT006_2385,2,1,2,2,5,1,4,2,2,4,2,0.816190807273167,3,10,1,5.0,4.0,5.0,4.0,3.0,97.0,4.0,5.0,4.0,7.0,,1
SBT006_2386,3,0,3,2,3,1,3,6,1,2,6,0.99756654222276,4,13,1,1.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,0.0,,1.0,0
SBT006_2387,2,1,2,2,5,2,4,97,3,4,2,0.816190807273167,2,7,1,4.0,5.0,5.0,4.0,4.0,4.0,97.0,5.0,1.0,6.0,,1
SBT006_2388,1,1,2,1,2,1,2,4,2,3,2,0.816190807273167,1,4,1,97.0,4.0,3.0,4.0,4.0,4.0,1.0,,4.0,,,0
SBT006_2389,3,0,3,2,1,1,3,6,2,2,6,0.99756654222276,2,7,1,3.0,2.0,3.0,4.0,97.0,2.0,1.0,5.0,1.0,4.0,5.0,0
SBT006_2390,2,0,2,1,1,3,5,3,1,2,5,1.24695817777845,3,10,1,5.0,4.0,2.0,3.0,5.0,5.0,1.0,5.0,0.0,4.0,,0
SBT006_2391,2,0,2,2,3,1,3,4,0,1,5,1.24695817777845,1,4,1,3.0,3.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,97.0,3.0,0
SBT006_2392,1,1,1,2,3,1,2,4,1,3,1,0.725502939798371,2,7,1,4.0,3.0,2.0,3.0,2.0,97.0,3.0,5.0,0.0,4.0,,0
SBT006_2393,1,1,1,2,5,3,5,0,2,4,1,0.725502939798371,2,7,1,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,4.0,,1
SBT006_2394,3,0,2,1,2,2,5,4,3,2,5,1.24695817777845,3,10,1,1.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,,4.0,0
SBT006_2395,2,1,2,1,5,2,4,6,3,4,2,0.816190807273167,2,7,1,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,1.0,4.0,,1
SBT006_2396,1,1,2,2,2,3,5,97,1,3,2,0.816190807273167,2,7,1,1.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,,5.0,0
SBT006_2397,1,1,2,2,3,1,4,2,1,4,2,0.816190807273167,3,10,1,4.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,,0
SBT006_2398,1,1,2,2,4,4,2,6,3,4,2,0.816190807273167,4,13,1,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,,2.0,1
SBT006_2399,1,1,2,2,3,4,5,3,2,3,2,0.816190807273167,4,13,1,1.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,,2.0,0
SBT006_2400,2,0,3,1,2,1,4,6,3,1,6,0.99756654222276,3,10,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,,0
SBT006_2401,2,0,2,1,1,1,3,4,0,1,5,1.24695817777845,2,7,1,1.0,1.0,2.0,3.0,5.0,3.0,3.0,5.0,1.0,,5.0,0
SBT006_2402,3,0,3,1,2,4,4,6,3,1,6,0.99756654222276,3,10,1,4.0,5.0,4.0,4.0,97.0,5.0,4.0,5.0,4.0,2.0,,0
SBT006_2403,3,1,1,2,5,4,4,4,2,4,1,0.725502939798371,2,7,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,6.0,,1
SBT006_2404,1,1,2,2,5,2,5,4,0,3,2,0.816190807273167,1,4,1,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,4.0,1
SBT006_2405,2,0,3,2,4,4,5,2,3,1,6,0.99756654222276,1,4,1,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,97.0,,0
SBT006_2406,2,1,1,1,5,1,3,4,1,3,1,0.725502939798371,2,7,1,5.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,6.0,,1
SBT006_2407,1,1,2,2,4,4,2,3,1,3,2,0.816190807273167,4,13,1,1.0,2.0,5.0,97.0,2.0,2.0,4.0,5.0,2.0,,1.0,1
SBT006_2408,2,1,1,1,4,4,5,6,1,3,1,0.725502939798371,1,4,1,2.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,0.0,,1.0,1
SBT006_2409,4,0,1,1,3,4,3,6,2,2,4,1.49634981333414,3,10,1,1.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,,5.0,0
SBT006_2410,2,0,2,1,3,4,4,3,3,2,5,1.24695817777845,1,4,1,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,1.0,3.0,,0
SBT006_2411,2,1,2,2,2,1,2,5,0,4,2,0.816190807273167,2,7,1,1.0,2.0,3.0,4.0,4.0,97.0,3.0,5.0,0.0,,2.0,0
SBT006_2412,2,1,2,1,5,1,4,3,1,3,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,,1
SBT006_2413,3,0,1,2,97,3,1,3,2,2,4,1.49634981333414,3,10,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,,2.0,0
SBT006_2414,3,1,3,1,4,1,4,3,0,3,3,0.74817490666707,3,10,1,1.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,,3.0,1
SBT006_2415,3,0,2,1,2,2,4,6,2,1,5,1.24695817777845,1,4,1,5.0,5.0,4.0,5.0,4.0,5.0,97.0,5.0,2.0,5.0,,0
SBT006_2416,1,0,3,2,2,4,5,7,2,2,6,0.99756654222276,4,13,1,1.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,,5.0,0
SBT006_2417,2,1,1,1,3,3,2,4,0,4,1,0.725502939798371,1,4,0,,,,,,,,,,,,0
SBT006_2418,2,0,3,1,3,1,3,4,2,2,6,0.99756654222276,1,4,1,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,2.0,5.0,,0
SBT006_2419,1,1,1,1,1,2,5,4,2,3,1,0.725502939798371,4,13,1,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,,6.0,0
SBT006_2420,2,1,2,1,3,2,4,5,1,4,2,0.816190807273167,1,4,1,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,0.0,3.0,,0
SBT006_2421,3,1,1,2,4,4,4,4,2,4,1,0.725502939798371,3,10,1,1.0,3.0,3.0,1.0,3.0,97.0,5.0,5.0,4.0,,1.0,1
SBT006_2422,1,0,1,2,3,1,5,97,2,2,4,1.49634981333414,2,7,1,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,6.0,0
SBT006_2423,1,1,2,1,4,1,4,5,1,4,2,0.816190807273167,3,10,1,1.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,,2.0,1
SBT006_2424,3,0,1,2,4,1,5,3,1,2,4,1.49634981333414,1,4,1,4.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,0.0,3.0,,0
SBT006_2425,2,0,3,2,3,1,3,3,2,2,6,0.99756654222276,4,13,1,3.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,0.0,2.0,1.0,0
SBT006_2426,1,0,2,1,3,1,4,4,2,2,5,1.24695817777845,1,4,1,4.0,4.0,2.0,4.0,3.0,4.0,2.0,97.0,0.0,4.0,,0
SBT006_2427,1,1,1,1,4,2,5,4,2,4,1,0.725502939798371,3,10,1,5.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,97.0,5.0,,1
SBT006_2428,4,0,2,2,2,1,2,3,2,2,5,1.24695817777845,4,13,1,3.0,3.0,2.0,97.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,0
SBT006_2429,4,0,3,1,5,2,4,2,1,2,6,0.99756654222276,3,10,1,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,98.0,,0
SBT006_2430,3,0,3,1,3,4,4,5,3,1,6,0.99756654222276,3,10,1,4.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,0.0,4.0,,0
SBT006_2431,2,1,1,1,5,3,4,2,2,3,1,0.725502939798371,1,4,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,1
SBT006_2432,2,1,1,1,5,1,3,3,98,4,1,0.725502939798371,4,13,1,98.0,4.0,4.0,2.0,4.0,5.0,4.0,,1.0,,,1
SBT006_2433,2,1,2,2,5,1,3,5,97,4,2,0.816190807273167,2,7,1,3.0,5.0,4.0,4.0,2.0,3.0,97.0,5.0,3.0,1.0,3.0,1
SBT006_2434,2,0,3,1,3,1,3,1,2,2,6,0.99756654222276,2,7,1,5.0,5.0,5.0,5.0,4.0,97.0,4.0,3.0,3.0,4.0,,0
SBT006_2435,3,0,1,1,4,1,2,3,2,2,4,1.49634981333414,2,7,1,97.0,3.0,2.0,4.0,1.0,1.0,2.0,,2.0,,,0
SBT006_2436,1,1,1,1,5,2,5,3,1,4,1,0.725502939798371,1,4,1,1.0,4.0,97.0,3.0,4.0,4.0,2.0,5.0,2.0,,4.0,1
SBT006_2437,2,1,1,1,5,3,3,7,3,4,1,0.725502939798371,4,13,1,1.0,2.0,3.0,2.0,5.0,2.0,1.0,5.0,3.0,,2.0,1
SBT006_2438,4,0,2,2,1,3,4,5,3,2,5,1.24695817777845,4,13,1,1.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,2.0,,2.0,0
SBT006_2439,1,0,3,1,2,2,5,2,1,2,6,0.99756654222276,4,13,1,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,99.0,1.0,0
SBT006_2440,2,1,1,1,5,5,2,5,3,3,1,0.725502939798371,3,10,1,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,99.0,5.0,1
SBT006_2441,2,1,2,1,97,1,3,6,2,4,2,0.816190807273167,3,10,1,2.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,1.0,,1.0,97
SBT006_2442,3,1,2,2,4,4,5,3,2,4,2,0.816190807273167,4,13,1,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,,3.0,1
SBT006_2443,1,0,2,1,4,2,3,3,98,2,5,1.24695817777845,2,7,1,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,,3.0,0
SBT006_2444,4,0,2,1,4,1,3,2,2,1,5,1.24695817777845,4,13,1,1.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,,3.0,0
SBT006_2445,4,0,3,1,3,3,5,2,1,1,6,0.99756654222276,3,10,1,1.0,2.0,3.0,2.0,99.0,4.0,3.0,5.0,0.0,,5.0,0
SBT006_2446,2,1,2,1,5,5,2,2,2,4,2,0.816190807273167,3,10,1,5.0,4.0,4.0,97.0,3.0,1.0,4.0,4.0,1.0,6.0,,1
SBT006_2447,3,1,3,1,1,1,5,2,2,4,3,0.74817490666707,3,10,1,1.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,,6.0,0
SBT006_2448,2,1,1,1,2,3,5,4,2,4,1,0.725502939798371,4,13,1,1.0,2.0,2.0,2.0,5.0,97.0,3.0,4.0,97.0,,1.0,0
SBT006_2449,1,1,1,1,5,2,4,3,2,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,6.0,,1
SBT006_2450,2,0,3,1,2,2,3,3,3,2,6,0.99756654222276,2,7,1,1.0,5.0,2.0,4.0,4.0,1.0,1.0,5.0,0.0,,1.0,0
SBT006_2451,1,1,2,1,5,3,5,2,1,4,2,0.816190807273167,2,7,1,3.0,4.0,3.0,5.0,5.0,5.0,3.0,99.0,2.0,4.0,2.0,1
SBT006_2452,2,0,1,2,5,5,3,3,1,2,4,1.49634981333414,2,7,1,1.0,2.0,1.0,2.0,5.0,4.0,4.0,5.0,2.0,,1.0,0
SBT006_2453,1,0,3,1,1,4,4,5,3,1,6,0.99756654222276,3,10,1,2.0,2.0,4.0,4.0,4.0,3.0,97.0,5.0,2.0,,3.0,0
SBT006_2454,2,0,3,1,5,3,4,2,2,1,6,0.99756654222276,1,4,1,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,,0
SBT006_2455,1,1,2,1,3,2,4,3,0,4,2,0.816190807273167,2,7,1,4.0,4.0,4.0,4.0,4.0,97.0,3.0,3.0,4.0,6.0,,0
SBT006_2456,1,1,1,1,5,2,4,4,3,4,1,0.725502939798371,1,4,1,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,1.0,4.0,,1
SBT006_2457,3,1,1,1,4,2,3,3,0,3,1,0.725502939798371,1,4,1,1.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,,97.0,1
SBT006_2458,3,1,2,1,3,3,4,3,1,4,2,0.816190807273167,3,10,1,1.0,1.0,2.0,4.0,4.0,3.0,1.0,5.0,0.0,,4.0,0
SBT006_2459,2,0,3,1,3,2,5,3,2,2,6,0.99756654222276,3,10,1,5.0,99.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,5.0,,0
SBT006_2460,1,1,2,1,5,2,4,2,1,4,2,0.816190807273167,4,13,1,97.0,5.0,5.0,3.0,4.0,3.0,4.0,,1.0,,,1
SBT006_2461,3,0,2,2,3,3,2,4,2,1,5,1.24695817777845,4,13,1,1.0,1.0,97.0,2.0,2.0,2.0,3.0,5.0,1.0,,6.0,0
SBT006_2462,2,1,2,1,5,1,4,3,1,3,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,98.0,6.0,,1
SBT006_2463,2,1,2,1,4,2,3,5,98,4,2,0.816190807273167,2,7,1,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,3.0,,5.0,1
SBT006_2464,1,1,2,2,5,4,5,5,2,3,2,0.816190807273167,1,4,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,,1
SBT006_2465,1,0,3,1,1,3,5,4,1,2,6,0.99756654222276,3,10,1,3.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,99.0,2.0,0
SBT006_2466,3,0,1,2,97,1,97,97,0,2,4,1.49634981333414,1,4,1,1.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,,6.0,0
SBT006_2467,2,1,1,2,4,2,3,6,1,4,1,0.725502939798371,1,4,1,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,,3.0,1
SBT006_2468,2,0,2,1,5,1,2,4,2,2,5,1.24695817777845,1,4,1,4.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,6.0,,0
SBT006_2469,2,0,1,1,4,3,4,1,0,1,4,1.49634981333414,1,4,1,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,,0
SBT006_2470,2,1,1,1,5,5,3,4,2,4,1,0.725502939798371,2,7,1,98.0,4.0,4.0,3.0,4.0,4.0,5.0,,4.0,,,1
SBT006_2471,2,1,3,1,3,2,3,3,1,4,3,0.74817490666707,4,13,1,97.0,2.0,3.0,3.0,5.0,3.0,4.0,,3.0,,,0
SBT006_2472,4,0,3,2,4,4,4,4,3,1,6,0.99756654222276,3,10,1,1.0,2.0,4.0,5.0,2.0,3.0,1.0,5.0,97.0,,1.0,0
SBT006_2473,3,0,2,1,1,1,4,7,98,2,5,1.24695817777845,2,7,1,2.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,3.0,,4.0,0
SBT006_2474,3,0,1,2,5,1,3,6,0,2,4,1.49634981333414,2,7,1,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,,0
SBT006_2475,3,0,2,1,4,5,2,3,1,2,5,1.24695817777845,3,10,1,1.0,2.0,4.0,3.0,97.0,3.0,3.0,3.0,2.0,,4.0,0
SBT006_2476,3,0,2,2,3,2,3,5,1,1,5,1.24695817777845,1,4,1,2.0,1.0,1.0,4.0,99.0,3.0,1.0,4.0,4.0,,3.0,0
SBT006_2477,1,1,2,1,5,1,4,2,97,4,2,0.816190807273167,4,13,1,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,1.0,7.0,,1
SBT006_2478,3,0,2,1,5,2,5,5,3,2,5,1.24695817777845,1,4,1,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,,0
SBT006_2479,3,0,3,2,4,3,4,4,2,1,6,0.99756654222276,3,10,1,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,0
SBT006_2480,3,1,2,2,3,5,5,2,1,4,2,0.816190807273167,1,4,1,2.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,,5.0,0
SBT006_2481,1,0,3,1,2,2,5,4,2,1,6,0.99756654222276,3,10,1,3.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,0
SBT006_2482,2,1,1,1,3,2,3,3,1,3,1,0.725502939798371,4,13,1,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,0
SBT006_2483,1,1,2,1,4,1,3,5,1,4,2,0.816190807273167,3,10,1,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,1.0,1
SBT006_2484,4,0,1,1,4,5,4,3,2,1,4,1.49634981333414,2,7,1,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,,2.0,0
SBT006_2485,4,0,2,2,5,2,4,4,2,2,5,1.24695817777845,4,13,1,1.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,,1.0,0
SBT006_2486,2,1,2,2,4,2,3,1,0,3,2,0.816190807273167,2,7,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,97.0,1.0,6.0,,1
SBT006_2487,1,1,2,1,4,5,3,4,1,4,2,0.816190807273167,1,4,1,2.0,97.0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,,5.0,1
